Nama,Alamat,No HP,Jenis Zakat,Jumlah (Rp),Tanggal Pembayaran
Chelsea Nashiruddin,"Jalan Sadang Serang No. 233, Cilegon, Kalimantan Utara 36576",+62-0411-991-9863,Zakat Penghasilan,341745.19,2025-03-29
Wardi Hasanah,"Gg. Rumah Sakit No. 1, Padang Sidempuan, BB 53341",0890642067,Zakat Mal,350943.09,2025-02-13
Iriana Simanjuntak,"Jl. Gegerkalong Hilir No. 1, Blitar, JI 63128",(083) 956 9375,Zakat Emas/Perak,689049.54,2023-10-25
R. Vivi Wahyuni,"Jl. Wonoayu No. 381, Tual, GO 37757",+62-092-855-1054,Zakat Penghasilan,865618.05,2024-07-17
"Zulaikha Yuniar, S.H.","Jalan Lembong No. 717, Banjarbaru, Sulawesi Barat 93561",0808916421,Zakat Penghasilan,452042.53,2024-09-02
Cinta Wahyudin,"Gang Soekarno Hatta No. 6, Kota Administrasi Jakarta Selatan, YO 63582",+62-23-553-7713,Zakat Pertanian,505910.43,2023-10-28
Drs. Sari Anggraini,"Jl. Ahmad Dahlan No. 1, Pasuruan, BA 75847",+62 (0277) 236 7105,Zakat Pertanian,345371.96,2024-04-24
Vera Rahimah,"Jl. Cikapayang No. 63, Sukabumi, Lampung 68636",+62 (90) 941-9808,Zakat Perdagangan,63630.6,2024-03-11
"Elvin Napitupulu, S.Pt","Gang R.E Martadinata No. 78, Cilegon, RI 38669",+62 (013) 573-4794,Zakat Pertanian,73059.7,2025-02-18
Tgk. Ade Susanti,"Jalan Cikapayang No. 85, Padang Sidempuan, Kalimantan Barat 56511",+62 (0292) 596 7944,Zakat Mal,48121.2,2023-06-01
Hardi Maheswara,"Jl. Cikutra Barat No. 5, Palangkaraya, KI 01294",+62-0405-124-5578,Zakat Emas/Perak,432113.37,2024-10-30
"Dt. Kajen Hartati, M.TI.","Jalan H.J Maemunah No. 9, Bima, YO 89118",+62 (06) 072-1919,Zakat Fitrah,651897.42,2024-11-19
Elisa Pudjiastuti,"Jl. Cikutra Barat No. 4, Kotamobagu, Sulawesi Utara 05163",+62 (032) 625-2915,Zakat Fitrah,271018.16,2024-05-14
Karma Padmasari,"Gang Astana Anyar No. 03, Bontang, SU 05591",085 634 8522,Zakat Emas/Perak,737493.65,2025-01-30
Prabu Handayani,"Jl. Ronggowarsito No. 480, Padang Sidempuan, Sulawesi Selatan 21510",+62 (0783) 288 0933,Zakat Emas/Perak,851123.54,2023-11-24
"Rendy Suryono, S.E.I","Jalan H.J Maemunah No. 56, Yogyakarta, SU 70242",+62 (0931) 886-9181,Zakat Mal,180773.84,2025-02-22
"Nasim Pratama, S.T.","Jl. Rungkut Industri No. 1, Kota Administrasi Jakarta Selatan, Sumatera Selatan 21833",+62 (522) 284 3695,Zakat Emas/Perak,711417.79,2024-04-28
Heryanto Rajasa,"Jl. Astana Anyar No. 892, Kota Administrasi Jakarta Pusat, RI 78162",+62 (092) 294-6327,Zakat Pertanian,849849.87,2023-06-05
Mulya Nasyidah,"Gang Yos Sudarso No. 2, Samarinda, SS 43311",085 239 4116,Zakat Fitrah,757585.86,2025-04-26
"Samsul Wibisono, S.Psi","Gang Setiabudhi No. 4, Kota Administrasi Jakarta Utara, KI 68065",+62 (311) 609 8876,Zakat Pertanian,904802.75,2024-05-22
"Sutan Artanto Maryati, M.Ak","Gang Sentot Alibasa No. 3, Sorong, KS 04008",0868751065,Zakat Penghasilan,245930.52,2025-04-12
Ulya Mangunsong,"Jalan Sukajadi No. 243, Bandar Lampung, KS 99527",(078) 368-6339,Zakat Perdagangan,208002.38,2024-01-02
Yani Nuraini,"Gang KH Amin Jasuta No. 246, Meulaboh, BA 56647",+62 (74) 646-6596,Zakat Fitrah,733880.47,2024-04-04
"Drs. Hamima Januar, S.T.","Gang Lembong No. 021, Gorontalo, PB 67188",+62-07-501-1666,Zakat Pertanian,347123.44,2025-03-26
"Drs. Zelda Aryani, S.Ked","Jl. Cihampelas No. 6, Palangkaraya, BT 98506",(071) 614-7126,Zakat Mal,48720.82,2024-07-19
"R.A. Samiah Usamah, S.Kom","Jalan Tubagus Ismail No. 7, Banjar, BT 03279",+62 (0173) 419 7167,Zakat Penghasilan,214074.49,2024-09-14
Daniswara Mardhiyah,"Gg. R.E Martadinata No. 7, Pagaralam, Jawa Barat 63977",+62 (803) 023 7664,Zakat Pertanian,992699.06,2024-04-17
Estiono Wibisono,"Jalan Jend. Sudirman No. 1, Pangkalpinang, Bengkulu 04531",+62 (561) 122 5967,Zakat Penghasilan,523347.71,2024-05-27
"Ir. Tira Samosir, S.I.Kom","Gang Cikapayang No. 7, Pekanbaru, Sulawesi Utara 97323",+62 (0913) 911 2780,Zakat Fitrah,107992.13,2023-12-06
Intan Novitasari,"Gang Jend. A. Yani No. 20, Surakarta, Sulawesi Selatan 44967",0834275097,Zakat Perdagangan,83507.7,2024-01-03
"R.M. Embuh Rahimah, M.Ak","Gg. Ronggowarsito No. 83, Pematangsiantar, DI Yogyakarta 43657",+62-0768-059-0458,Zakat Mal,80306.62,2024-12-20
"Ir. Kairav Wijayanti, S.Kom","Gg. Kapten Muslihat No. 498, Malang, Kepulauan Bangka Belitung 90635",+62 (082) 736 9879,Zakat Perdagangan,709058.27,2024-02-04
"R. Laras Lazuardi, S.Pt","Gang Ronggowarsito No. 915, Bandar Lampung, Nusa Tenggara Barat 92746",+62 (61) 397-2351,Zakat Mal,210308.48,2024-07-31
Ganjaran Wasita,"Jl. Ahmad Dahlan No. 69, Tebingtinggi, BT 80966",+62 (041) 169 3091,Zakat Mal,500137.42,2024-04-22
R. Edi Tampubolon,"Gg. Sukajadi No. 5, Tanjungpinang, KB 95216",+62 (440) 341-6639,Zakat Perdagangan,326231.67,2024-03-02
Maria Budiyanto,"Gg. Veteran No. 397, Cilegon, ST 54980",+62 (44) 627 5881,Zakat Penghasilan,950234.45,2024-01-21
"Nilam Puspasari, M.TI.","Gang KH Amin Jasuta No. 774, Kota Administrasi Jakarta Selatan, Sumatera Utara 96411",(0378) 364-1599,Zakat Emas/Perak,129223.79,2024-12-19
Mala Anggraini,"Jl. Ahmad Yani No. 437, Tasikmalaya, SU 91519",(083) 555 9485,Zakat Emas/Perak,705820.5,2023-09-30
Rahayu Prastuti,"Jalan Veteran No. 43, Medan, KS 56879",+62 (46) 660 2815,Zakat Emas/Perak,619475.27,2023-08-08
Limar Marpaung,"Jalan PHH. Mustofa No. 2, Manado, Jawa Timur 65901",+62 (92) 712-7652,Zakat Fitrah,894673.37,2025-03-27
Gangsar Aryani,"Gang Jayawijaya No. 6, Bengkulu, SB 27946",+62-062-213-3835,Zakat Fitrah,397143.52,2024-08-31
"KH. Dalimin Mandasari, M.Kom.","Jl. Stasiun Wonokromo No. 32, Kota Administrasi Jakarta Pusat, Sumatera Selatan 50474",+62 (62) 343-5641,Zakat Penghasilan,341877.76,2024-06-14
Kasiran Hutagalung,"Jalan Dipatiukur No. 72, Tual, SS 48980",+62-0070-187-8160,Zakat Perdagangan,396680.99,2024-10-12
"Kemba Kuswandari, S.Sos","Gg. Merdeka No. 210, Dumai, Nusa Tenggara Timur 82429",(095) 971-8322,Zakat Perdagangan,461667.03,2025-01-23
Yessi Najmudin,"Jalan Rajawali Barat No. 032, Kendari, Banten 23023",0814490941,Zakat Fitrah,177524.26,2025-03-06
Drs. Paramita Pratiwi,"Jalan Bangka Raya No. 831, Cimahi, SU 05782",+62 (020) 121-7696,Zakat Emas/Perak,600682.77,2023-09-03
Hairyanto Sirait,"Jalan H.J Maemunah No. 881, Batam, NB 66997",+62 (929) 116 3700,Zakat Pertanian,682898.52,2025-01-14
T. Mitra Irawan,"Jalan Kapten Muslihat No. 4, Pematangsiantar, SU 87631",+62 (512) 485 9959,Zakat Mal,315898.92,2023-10-10
dr. Ani Kuswandari,"Gg. Kiaracondong No. 265, Depok, BA 16875",(0621) 292 5950,Zakat Mal,478476.51,2024-06-01
Kemal Fujiati,"Jl. Jend. A. Yani No. 7, Langsa, Banten 66349",+62 (017) 404-7722,Zakat Fitrah,803518.51,2024-11-24
Sabrina Hariyah,"Jalan Jend. A. Yani No. 736, Solok, PB 11253",(0413) 360 6222,Zakat Mal,730049.49,2024-11-08
Vera Anggraini,"Gang Kendalsari No. 33, Tarakan, Nusa Tenggara Barat 44289",(068) 332-7052,Zakat Mal,930355.09,2024-09-08
"R.M. Harjasa Palastri, S.Farm","Jalan Pacuan Kuda No. 6, Tomohon, JK 49971",(017) 313-8166,Zakat Fitrah,317787.08,2023-05-28
Damar Kusmawati,"Gg. Raya Ujungberung No. 0, Singkawang, Riau 90480",(0533) 037 8826,Zakat Perdagangan,949703.56,2024-11-14
Cindy Padmasari,"Gang Stasiun Wonokromo No. 135, Probolinggo, Kalimantan Barat 90438",+62 (0074) 044-6801,Zakat Mal,181938.18,2025-04-27
"dr. Paris Hakim, M.Farm","Gang Tebet Barat Dalam No. 67, Kota Administrasi Jakarta Selatan, Maluku 80987",+62 (07) 785-2689,Zakat Penghasilan,969535.18,2023-10-28
Karman Winarno,"Gang Ciumbuleuit No. 193, Tomohon, Nusa Tenggara Barat 72459",+62 (544) 532-1239,Zakat Penghasilan,156815.4,2024-01-20
Umi Saputra,"Gang Ir. H. Djuanda No. 33, Tangerang Selatan, Sulawesi Barat 96736",0806413966,Zakat Fitrah,788069.03,2024-01-04
KH. Uda Gunarto,"Gg. Rajawali Timur No. 4, Banjarbaru, Sulawesi Tenggara 37534",+62 (033) 629 7462,Zakat Mal,168949.28,2025-04-18
Zahra Mayasari,"Jl. Moch. Ramdan No. 971, Dumai, PA 18829",+62-051-219-7609,Zakat Fitrah,841169.4,2024-01-23
Ulva Nababan,"Jl. Indragiri No. 0, Cilegon, SR 59458",080 806 7259,Zakat Penghasilan,126479.62,2023-12-14
Humaira Hutapea,"Jl. Pasirkoja No. 160, Batam, Sumatera Selatan 99846",+62-20-629-7025,Zakat Perdagangan,928531.67,2024-03-24
Bagiya Hastuti,"Gang K.H. Wahid Hasyim No. 33, Blitar, Sulawesi Tenggara 51795",+62 (0732) 038 9576,Zakat Mal,383482.63,2024-08-14
Laila Hutasoit,"Gg. Cikutra Barat No. 565, Ternate, Lampung 10500",+62-46-982-6345,Zakat Pertanian,241170.32,2023-05-29
Tgk. Ilsa Wasita,"Gang Siliwangi No. 06, Sawahlunto, Maluku Utara 58616",089 296 0790,Zakat Perdagangan,505344.6,2023-05-29
Yance Dongoran,"Jl. M.H Thamrin No. 810, Blitar, Gorontalo 99793",+62-595-802-1183,Zakat Pertanian,541731.29,2024-11-05
Saadat Dongoran,"Jl. Asia Afrika No. 490, Banjarmasin, MU 76701",+62-486-032-8103,Zakat Fitrah,550090.83,2023-08-18
Dr. Kenzie Natsir,"Gg. Cempaka No. 2, Lhokseumawe, PB 62894",+62 (0519) 926-3039,Zakat Penghasilan,58375.45,2024-09-10
Jarwi Gunarto,"Jalan Jakarta No. 80, Kota Administrasi Jakarta Timur, SG 06671",+62-037-609-9825,Zakat Perdagangan,241870.66,2023-11-03
Salman Iswahyudi,"Jalan Joyoboyo No. 85, Subulussalam, Kalimantan Timur 76638",+62-338-254-9901,Zakat Perdagangan,542794.46,2024-02-13
Septi Pudjiastuti,"Jalan Laswi No. 33, Kotamobagu, Sulawesi Tenggara 98739",(0545) 871-3345,Zakat Fitrah,491978.53,2024-02-07
Elma Hardiansyah,"Jl. W.R. Supratman No. 2, Cilegon, DKI Jakarta 10848",(0407) 974 3478,Zakat Pertanian,628415.94,2023-09-10
Zaenab Setiawan,"Jl. Laswi No. 6, Makassar, JA 89328",+62-812-424-9091,Zakat Fitrah,183421.73,2023-12-28
Puti Ilsa Halimah,"Gg. Stasiun Wonokromo No. 9, Mojokerto, Kepulauan Bangka Belitung 20624",(012) 230-7291,Zakat Pertanian,985553.95,2024-04-16
"Tira Januar, S.H.","Gg. Peta No. 1, Kota Administrasi Jakarta Timur, JK 75260",(076) 488 0414,Zakat Pertanian,710940.71,2024-10-18
"Drs. Aslijan Susanti, S.Gz","Jl. Veteran No. 58, Pasuruan, GO 39783",(055) 971 8586,Zakat Pertanian,293823.17,2025-02-03
Unjani Sitorus,"Gg. Ciwastra No. 4, Meulaboh, KT 38891",+62-66-145-1562,Zakat Emas/Perak,223675.79,2025-03-16
Dacin Narpati,"Jl. M.H Thamrin No. 12, Serang, Sumatera Barat 06123",+62-0288-925-8078,Zakat Fitrah,34213.37,2024-10-08
Kani Purwanti,"Gang Suniaraja No. 45, Jayapura, Kepulauan Riau 31152",+62-0698-633-1525,Zakat Penghasilan,327960.47,2024-08-25
Imam Siregar,"Gg. Cikutra Barat No. 919, Kendari, RI 70749",+62-025-380-2402,Zakat Fitrah,494543.72,2023-10-29
"R.M. Gangsa Mulyani, S.E.I","Jalan Bangka Raya No. 479, Bekasi, KU 06528",+62 (088) 819 9607,Zakat Penghasilan,558371.62,2023-05-16
Laswi Wasita,"Gang M.T Haryono No. 290, Tual, Sumatera Selatan 78578",+62 (091) 173-3895,Zakat Mal,506926.28,2024-07-05
Devi Tarihoran,"Jalan Cihampelas No. 414, Sabang, DI Yogyakarta 55640",088 065 0157,Zakat Penghasilan,370753.15,2024-12-28
Prabowo Dabukke,"Gg. Dipenogoro No. 188, Bengkulu, KT 71197",+62 (009) 718 1609,Zakat Pertanian,164152.84,2025-02-08
Irfan Purwanti,"Gang Cihampelas No. 86, Ambon, BT 28190",086 729 5768,Zakat Perdagangan,104130.26,2023-09-23
Dr. Jaga Sitorus,"Jl. Cihampelas No. 76, Sibolga, Kalimantan Tengah 50179",+62 (12) 386 8775,Zakat Mal,453469.23,2024-01-11
"Rusman Sihombing, S.I.Kom","Jalan Pasteur No. 72, Payakumbuh, Gorontalo 44376",+62 (042) 171-5973,Zakat Pertanian,641226.21,2023-11-17
Yono Nainggolan,"Gg. Joyoboyo No. 1, Cirebon, Riau 67839",+62-921-704-5378,Zakat Mal,812236.81,2025-04-20
"Danu Pangestu, S.H.","Jalan Cikutra Timur No. 0, Parepare, JB 57724",+62 (222) 088 8698,Zakat Penghasilan,216867.66,2023-12-05
Jumadi Yuliarti,"Gang Lembong No. 702, Bima, Maluku 74971",+62-797-695-0072,Zakat Penghasilan,426858.42,2024-07-05
Wage Wibowo,"Jl. Kutisari Selatan No. 027, Medan, KS 33097",(0770) 982 0523,Zakat Perdagangan,142568.27,2024-05-17
dr. Carla Irawan,"Jl. Joyoboyo No. 5, Batu, PB 35207",+62-58-733-7813,Zakat Perdagangan,908869.6,2024-05-05
"H. Marsito Riyanti, S.Sos","Gg. Jamika No. 421, Kota Administrasi Jakarta Utara, DKI Jakarta 23707",+62 (0926) 905 4979,Zakat Fitrah,933445.75,2024-05-03
Suci Napitupulu,"Gang Jend. Sudirman No. 621, Surakarta, BA 37827",+62 (779) 562 8018,Zakat Fitrah,897101.91,2024-04-06
Nurul Tampubolon,"Jl. Jayawijaya No. 822, Solok, KU 62385",0887718243,Zakat Fitrah,782201.07,2025-01-09
Carla Safitri,"Jalan Rungkut Industri No. 182, Sibolga, Lampung 92529",+62 (056) 047-6218,Zakat Emas/Perak,278990.03,2024-10-04
Kusuma Oktaviani,"Gg. Abdul Muis No. 731, Pekanbaru, BT 59919",082 124 7796,Zakat Pertanian,923657.12,2024-04-20
Puput Kusmawati,"Jl. Wonoayu No. 852, Pasuruan, JB 95012",+62 (0149) 247 5166,Zakat Penghasilan,385749.92,2023-07-06
Vivi Zulaika,"Jl. H.J Maemunah No. 655, Pariaman, Kalimantan Timur 98946",+62 (72) 138 9373,Zakat Mal,368518.71,2025-01-05
"T. Dipa Zulaika, M.M.","Gang Otto Iskandardinata No. 995, Palu, Kalimantan Timur 33125",0850860792,Zakat Pertanian,745412.81,2025-04-29
Elisa Adriansyah,"Jalan Sentot Alibasa No. 43, Solok, BT 24483",+62 (56) 069-9148,Zakat Pertanian,806978.66,2024-12-23
Paris Hidayanto,"Jalan HOS. Cokroaminoto No. 92, Bengkulu, BB 06547",(0172) 422-7488,Zakat Fitrah,298249.9,2023-07-31
Danuja Puspita,"Gang Suniaraja No. 1, Sabang, BA 58146",+62-006-753-4697,Zakat Penghasilan,224961.67,2024-11-12
"Hari Lailasari, S.IP","Gang Kendalsari No. 81, Samarinda, Sumatera Barat 45462",+62-006-028-2536,Zakat Emas/Perak,193292.41,2024-01-05
Purwanto Mulyani,"Gang R.E Martadinata No. 49, Meulaboh, Nusa Tenggara Timur 75916",+62 (0440) 214 9694,Zakat Fitrah,613962.78,2024-06-13
Ayu Haryanti,"Gg. Sentot Alibasa No. 0, Bogor, RI 49766",+62 (88) 727-5387,Zakat Fitrah,931168.62,2024-06-22
Lanang Pudjiastuti,"Gg. Jend. A. Yani No. 414, Balikpapan, BE 33455",+62 (0127) 775 1750,Zakat Fitrah,482296.75,2023-05-14
"T. Teddy Santoso, S.Sos","Gg. Sentot Alibasa No. 0, Jambi, BE 86388",+62 (0351) 762 0039,Zakat Fitrah,823372.86,2024-03-25
Gilda Narpati,"Jalan Cikutra Timur No. 2, Sabang, ST 89343",+62 (030) 415-5001,Zakat Pertanian,550730.93,2023-10-25
"Hj. Rahmi Yulianti, S.Pd","Gg. W.R. Supratman No. 3, Palopo, KT 52338",+62-254-569-6563,Zakat Fitrah,400359.02,2024-08-25
"Gawati Susanti, S.Sos","Jalan Setiabudhi No. 43, Mojokerto, SG 06433",+62 (0067) 864-2979,Zakat Mal,692283.35,2023-10-16
dr. Jayadi Santoso,"Gang Kapten Muslihat No. 59, Bengkulu, BB 32791",0801442130,Zakat Mal,334888.09,2024-04-04
"R.A. Eka Nasyiah, S.Ked","Jl. W.R. Supratman No. 837, Singkawang, Jawa Tengah 46518",+62 (95) 240-1311,Zakat Fitrah,430066.67,2024-12-12
"drg. Digdaya Nuraini, S.E.","Jl. M.T Haryono No. 9, Depok, Sumatera Barat 73505",087 951 8056,Zakat Perdagangan,307756.72,2023-06-23
Puti Nadine Situmorang,"Jl. Suniaraja No. 33, Cilegon, Kalimantan Utara 72937",+62-83-458-8940,Zakat Fitrah,264301.91,2024-07-30
"Cut Zahra Hassanah, M.TI.","Gang Gegerkalong Hilir No. 6, Magelang, Kalimantan Tengah 02735",+62-0579-329-4927,Zakat Mal,274364.93,2023-11-09
H. Teguh Putra,"Jalan Joyoboyo No. 25, Padang Sidempuan, BA 85553",+62 (975) 094 0695,Zakat Pertanian,271035.51,2024-12-28
Yani Saputra,"Gang Veteran No. 8, Singkawang, Bengkulu 14094",(0087) 691-1961,Zakat Mal,526603.27,2025-01-09
Satya Anggraini,"Gang Dipenogoro No. 02, Tangerang Selatan, Riau 55597",+62 (030) 159 2986,Zakat Emas/Perak,904185.07,2024-06-06
Paulin Prasetya,"Gang Kapten Muslihat No. 22, Bandung, JI 79307",083 069 9071,Zakat Penghasilan,569691.84,2025-03-12
Hj. Maria Rajasa,"Jl. Suryakencana No. 18, Probolinggo, Maluku Utara 63889",+62-003-562-3563,Zakat Emas/Perak,347545.75,2023-12-20
Hj. Yulia Pradana,"Gang M.H Thamrin No. 32, Manado, PA 78288",+62 (0808) 254 7102,Zakat Mal,804583.01,2023-08-06
Genta Hutapea,"Gg. Ronggowarsito No. 995, Magelang, Kalimantan Tengah 15903",+62 (0977) 971 2692,Zakat Fitrah,161272.44,2024-03-31
Lintang Firmansyah,"Gg. S. Parman No. 685, Bekasi, JA 95202",+62-089-728-4353,Zakat Fitrah,385800.87,2024-10-09
KH. Panji Wahyudin,"Jalan K.H. Wahid Hasyim No. 0, Tomohon, MA 39981",+62-0886-263-8106,Zakat Pertanian,107217.77,2023-12-02
Fathonah Tamba,"Gg. Cihampelas No. 82, Pariaman, MU 46459",+62 (457) 173-3547,Zakat Penghasilan,788302.09,2024-04-01
Luwar Utami,"Jalan Raya Ujungberung No. 91, Banda Aceh, BB 13668",+62-667-063-4987,Zakat Mal,214670.79,2023-11-12
"H. Pangeran Iswahyudi, S.IP","Gang Sukabumi No. 750, Denpasar, KI 05613",+62 (0639) 149 6587,Zakat Pertanian,50606.96,2023-08-18
Iriana Haryanto,"Jl. KH Amin Jasuta No. 3, Pangkalpinang, JK 61096",+62 (496) 093-3371,Zakat Mal,994952.92,2025-01-23
"Indah Mangunsong, S.H.","Gang Kutisari Selatan No. 41, Jambi, PB 86598",(020) 446 7278,Zakat Penghasilan,806088.54,2025-02-18
Nabila Mulyani,"Gang Bangka Raya No. 86, Yogyakarta, SU 62534",(0301) 316-1767,Zakat Fitrah,945511.42,2025-01-21
Saka Najmudin,"Jl. Asia Afrika No. 1, Banda Aceh, LA 45110",+62 (043) 330 1872,Zakat Mal,461415.08,2024-02-07
Najam Handayani,"Gg. Sukabumi No. 10, Tual, Maluku 51375",+62-050-850-2680,Zakat Mal,111260.65,2024-08-15
"Virman Maryadi, S.E.","Jalan Gegerkalong Hilir No. 715, Pagaralam, Jawa Barat 27437",+62 (103) 442-5335,Zakat Pertanian,99084.83,2023-06-11
Vero Widodo,"Gang Ciwastra No. 4, Mojokerto, JA 54954",(026) 260-2606,Zakat Emas/Perak,424364.81,2024-06-07
Tgk. Abyasa Lailasari,"Gg. Yos Sudarso No. 85, Jambi, BB 10132",(073) 527-5832,Zakat Emas/Perak,587565.62,2023-09-26
Zalindra Rahimah,"Gang Sentot Alibasa No. 990, Kupang, JB 94590",+62 (97) 990-3068,Zakat Pertanian,974154.38,2024-03-19
Warta Prastuti,"Jalan Rajiman No. 515, Palopo, KU 65811",+62 (080) 062 4735,Zakat Mal,504327.05,2025-03-14
"R.A. Victoria Jailani, S.E.","Jl. Cikutra Timur No. 690, Yogyakarta, BB 04605",+62-091-351-2640,Zakat Penghasilan,912782.28,2023-09-14
"Kani Budiyanto, S.Kom","Jl. Ronggowarsito No. 866, Pekanbaru, Bali 58052",(056) 927 3473,Zakat Perdagangan,261350.89,2024-02-18
Drs. Oman Susanti,"Gang Indragiri No. 29, Dumai, Sumatera Barat 14014",+62-0279-755-4370,Zakat Penghasilan,550580.44,2023-08-11
"H. Harjaya Hariyah, M.Farm","Jl. Yos Sudarso No. 9, Banjarbaru, SS 89526",+62 (008) 391 2780,Zakat Mal,414875.04,2024-05-29
drg. Kani Rahayu,"Jalan Sentot Alibasa No. 238, Singkawang, ST 90615",0828631424,Zakat Fitrah,415558.8,2024-07-22
Mala Mansur,"Gang Cikapayang No. 09, Magelang, JT 74130",+62-92-898-2360,Zakat Emas/Perak,92620.22,2023-05-18
"Talia Budiman, S.Gz","Jalan Laswi No. 7, Kota Administrasi Jakarta Barat, KR 93913",+62 (526) 761-1425,Zakat Pertanian,250959,2023-08-12
"T. Alambana Wijaya, M.M.","Jl. Jayawijaya No. 346, Medan, Nusa Tenggara Barat 01537",+62 (073) 970-3782,Zakat Emas/Perak,850971.25,2024-09-14
"Fitriani Putra, S.Gz","Gg. Ronggowarsito No. 61, Pontianak, SU 53207",+62 (25) 430 8843,Zakat Pertanian,200805,2025-03-23
Jelita Farida,"Gg. Sentot Alibasa No. 22, Batam, Maluku 16869",+62 (083) 803-1416,Zakat Fitrah,70243.89,2025-03-21
Jais Hidayat,"Gang HOS. Cokroaminoto No. 16, Bekasi, AC 59629",+62-18-129-1175,Zakat Emas/Perak,935396.42,2023-12-04
Jessica Sirait,"Gang M.H Thamrin No. 76, Sukabumi, PA 84116",+62 (0398) 794 4253,Zakat Pertanian,669499.91,2024-03-14
Viktor Dabukke,"Gang Kutai No. 13, Parepare, GO 04712",(060) 691 9766,Zakat Mal,764477.97,2025-01-26
"Ir. Tari Firmansyah, S.Pd","Gang W.R. Supratman No. 819, Langsa, KB 85654",(086) 039-8475,Zakat Perdagangan,761615.18,2023-07-27
Galur Pudjiastuti,"Gang Abdul Muis No. 9, Tasikmalaya, KB 04892",(0893) 187-7488,Zakat Perdagangan,637072.36,2024-11-09
Suci Suwarno,"Gg. Jayawijaya No. 36, Tebingtinggi, Sulawesi Utara 85816",+62 (79) 833-1223,Zakat Penghasilan,391936.28,2023-10-04
Capa Sihombing,"Jl. Cikutra Timur No. 150, Meulaboh, Bali 81842",+62 (0486) 768-2491,Zakat Emas/Perak,795230.63,2024-02-08
Nyoman Puspasari,"Jalan Rajiman No. 3, Palembang, Jambi 86061",(037) 972 0434,Zakat Pertanian,525579.98,2024-01-21
"Lukman Ramadan, S.Ked","Jl. Ahmad Dahlan No. 1, Singkawang, Kalimantan Selatan 14351",+62-216-724-9157,Zakat Pertanian,612086.06,2024-11-16
Uda Napitupulu,"Gg. Raya Ujungberung No. 5, Surabaya, DKI Jakarta 79460",+62-011-025-2668,Zakat Perdagangan,547626.8,2024-04-24
Gilda Dabukke,"Gg. HOS. Cokroaminoto No. 471, Denpasar, Kalimantan Timur 42779",+62 (10) 596 1506,Zakat Emas/Perak,527346.75,2024-01-20
Bakianto Habibi,"Gg. BKR No. 966, Balikpapan, Lampung 88646",(0737) 022 7599,Zakat Fitrah,681626.46,2024-12-27
Kayla Padmasari,"Gg. Rungkut Industri No. 0, Singkawang, Sulawesi Barat 30642",+62 (0799) 660 3541,Zakat Mal,747828.97,2024-11-10
"Drs. Yono Sihotang, S.Ked","Gang Antapani Lama No. 33, Cilegon, SS 75479",+62-0812-599-9415,Zakat Pertanian,35620.99,2023-09-26
"KH. Candra Napitupulu, M.Farm","Jalan Cihampelas No. 870, Jambi, SR 18531",+62-274-427-3613,Zakat Mal,346576.02,2023-08-02
"Martaka Prasetya, M.TI.","Jl. M.H Thamrin No. 652, Tidore Kepulauan, Aceh 57644",+62 (018) 224-6699,Zakat Penghasilan,488933.95,2024-07-08
Rina Damanik,"Gg. Gardujati No. 16, Medan, Sulawesi Tenggara 09386",(0247) 796-9060,Zakat Pertanian,681413.91,2023-11-17
"H. Jumari Hariyah, S.Farm","Gg. Ciumbuleuit No. 1, Payakumbuh, Jawa Barat 40043",088 499 9578,Zakat Emas/Perak,462826.56,2023-10-09
Kasim Nababan,"Jl. S. Parman No. 651, Banjarbaru, GO 75097",+62 (56) 585-3949,Zakat Perdagangan,455639.39,2024-09-04
"Cut Shania Saputra, S.Pt","Gg. Suryakencana No. 7, Bontang, Kalimantan Timur 59720",+62 (010) 983 9102,Zakat Penghasilan,190003.74,2025-04-02
"drg. Uchita Kuswandari, M.Kom.","Gg. Rungkut Industri No. 05, Kota Administrasi Jakarta Timur, JB 28035",(0785) 096-9374,Zakat Emas/Perak,644339.32,2024-01-11
Jaeman Suryatmi,"Gang Cikutra Timur No. 4, Probolinggo, Kalimantan Barat 61358",+62 (10) 762 3494,Zakat Emas/Perak,978895.33,2024-12-14
Alambana Nainggolan,"Gang Wonoayu No. 1, Surakarta, MA 49273",+62-748-166-7534,Zakat Penghasilan,318539.06,2023-09-11
Pangeran Wibowo,"Jalan S. Parman No. 6, Denpasar, SN 55167",+62-0476-600-5838,Zakat Fitrah,274601.35,2025-02-07
Vanya Firmansyah,"Gang K.H. Wahid Hasyim No. 85, Pasuruan, GO 13457",+62-0495-302-8758,Zakat Mal,675421.76,2024-08-05
"Puti Julia Narpati, M.Ak","Jalan Cikapayang No. 991, Pontianak, MU 86488",+62 (017) 150-9722,Zakat Emas/Perak,354611.23,2024-07-07
Karja Kuswoyo,"Jalan R.E Martadinata No. 5, Langsa, PA 38895",+62-021-135-1183,Zakat Mal,482176.54,2025-01-24
Mustika Iswahyudi,"Gg. Siliwangi No. 52, Surakarta, GO 81968",+62 (0178) 965-5979,Zakat Emas/Perak,432067.08,2024-08-26
Raina Simanjuntak,"Jalan Tubagus Ismail No. 575, Kendari, RI 46753",+62 (99) 319-2422,Zakat Emas/Perak,504567.93,2023-12-13
Agus Tamba,"Gg. Suniaraja No. 457, Semarang, JA 41742",+62 (047) 652-0731,Zakat Perdagangan,80483.44,2024-09-07
