Nama,Alamat,No HP,Jenis Zakat,Jumlah (Rp),Tanggal Pembayaran
"LASWI WASTUTI, S.I.KOM","Gg. Veteran No. 703, Banda Aceh, Papua Barat 92984",+62 (71) 714 9942,Zakat Perdagangan,929766.7830000003,2024-06-22
SEPTI MARYATI,"Gang Jamika No. 1, Tangerang Selatan, SU 68879",+62 (0903) 886 5841,Zakat Penghasilan,630493.7804,2025-01-22
DRS. FARHUNNISA JAILANI,"Gg. M.H Thamrin No. 88, Salatiga, RI 39287",+62 (019) 213-2134,Zakat Pertanian,1156262.1213,2024-04-16
"DR. ASMUNI SIHOMBING, S.IP","Gg. Waringin No. 71, Pasuruan, PB 34202",+62 (032) 968 0420,Zakat Penghasilan,1057690.0642000001,2025-02-20
"DRG. QUEEN SIHOTANG, M.TI.","Jalan Jayawijaya No. 06, Pontianak, Jambi 62573",+62-078-605-9322,Zakat Emas/Perak,637028.4822000001,2023-08-16
"DR. ULI WALUYO, S.PSI","Gg. Yos Sudarso No. 82, Magelang, PB 08196",(0692) 641-3539,Zakat Fitrah,823645.6327000002,2023-12-27
JUMADI HANDAYANI,"Jl. Gedebage Selatan No. 6, Palembang, KU 35212",(038) 511-6510,Zakat Fitrah,1145510.8115,2023-09-29
DIGDAYA ASTUTI,"Gang H.J Maemunah No. 68, Magelang, LA 51725",+62 (089) 859 8071,Zakat Pertanian,303041.5355,2023-10-23
PIA NATSIR,"Jalan Abdul Muis No. 0, Solok, Nusa Tenggara Timur 40820",+62-0480-178-1791,Zakat Perdagangan,1045692.5028000002,2024-01-12
PARDI NAJMUDIN,"Jl. Kendalsari No. 9, Banjarmasin, RI 88057",+62 (806) 143-2548,Zakat Perdagangan,1097084.9659000002,2025-05-04
BELLA MARPAUNG,"Gg. Raya Ujungberung No. 36, Gorontalo, KS 69591",+62 (097) 842 6767,Zakat Pertanian,731021.1007000002,2025-01-28
TIRTA BUDIYANTO,"Jl. Cikutra Timur No. 0, Surakarta, ST 69252",+62 (039) 122-2007,Zakat Mal,55540.101100000014,2024-04-14
"DR. ELI JANUAR, S.SOS","Jalan Bangka Raya No. 7, Batu, SU 26951",+62 (499) 967-5071,Zakat Fitrah,410633.82800000004,2025-03-05
"MUSTOFA WINARNO, M.M.","Jalan Ciumbuleuit No. 09, Jambi, KI 51506",086 321 3509,Zakat Pertanian,220590.1632,2024-05-11
RATNA RAHAYU,"Jl. Jend. Sudirman No. 142, Purwokerto, MA 58568",+62 (571) 105-2828,Zakat Mal,446827.2996000001,2024-01-26
KARIMAH PERMATA,"Gang Kendalsari No. 90, Sawahlunto, SS 08731",(0156) 659-0760,Zakat Penghasilan,242828.4386,2024-11-10
IRA LAKSITA,"Gg. Cikutra Barat No. 372, Denpasar, SR 54155",(0271) 740-8156,Zakat Mal,914534.6375000002,2024-06-09
"TGK. KAREN SETIAWAN, S.KED","Jl. Cikutra Barat No. 10, Sorong, Bengkulu 72311",(0372) 928 2193,Zakat Fitrah,999707.2393000001,2023-05-11
"BAKTI MARPAUNG, M.M.","Jl. Peta No. 367, Pontianak, NT 21645",+62-051-175-4323,Zakat Fitrah,824743.2600000001,2024-08-15
TALIA NAPITUPULU,"Gang Yos Sudarso No. 743, Bau-Bau, BE 77327",(009) 356-5236,Zakat Mal,537974.7483,2024-03-26
YUNI HALIMAH,"Gang Pasirkoja No. 380, Salatiga, NB 34734",+62 (0081) 808-0620,Zakat Fitrah,644424.5346000001,2023-06-21
"ICHA HUTASOIT, M.KOM.","Gg. Cempaka No. 910, Solok, Kalimantan Utara 34071",+62 (0163) 718-0119,Zakat Fitrah,1039429.3734,2024-01-29
PUTU FARIDA,"Gang Bangka Raya No. 411, Tual, NT 54364",+62-066-195-3703,Zakat Pertanian,871029.6804000002,2024-02-27
NUGRAHA WIBISONO,"Jl. Kutisari Selatan No. 8, Pasuruan, JK 69601",(0444) 987-4544,Zakat Perdagangan,732902.9169000002,2024-05-22
DR. GINA HALIMAH,"Gg. Astana Anyar No. 07, Padang, Sulawesi Tenggara 20771",0895865099,Zakat Perdagangan,54078.56630000001,2023-09-23
"SUTAN WADI SAPUTRA, S.I.KOM","Jl. Rawamangun No. 691, Ternate, Maluku Utara 11066",+62-0997-579-3523,Zakat Mal,1115392.1449000002,2023-05-28
"JAIMAN HUTAPEA, M.PD","Gang Asia Afrika No. 3, Padangpanjang, Maluku Utara 52071",084 832 7246,Zakat Perdagangan,1159166.3996000004,2023-07-25
KARTIKA SANTOSO,"Jalan Peta No. 09, Tomohon, DI Yogyakarta 09406",+62-498-530-8470,Zakat Mal,942819.9605000003,2024-03-26
"IR. KENES PRANOWO, M.PD","Jalan Gedebage Selatan No. 7, Bitung, Aceh 07538",+62 (020) 614-1766,Zakat Penghasilan,1066967.4004,2023-08-10
"OKTA MANULLANG, S.E.","Jalan Yos Sudarso No. 7, Kota Administrasi Jakarta Selatan, Sumatera Utara 40082",(0545) 850-2527,Zakat Mal,1147399.5852,2023-10-05
"KAIRAV PRADIPTA, S.KOM","Gang Kiaracondong No. 67, Semarang, Kalimantan Timur 02392",+62-592-955-8873,Zakat Pertanian,293623.3190000001,2025-02-17
"DRS. HARSAYA HIDAYAT, M.M.","Jl. Rajawali Timur No. 56, Depok, Gorontalo 08023",+62-0928-998-1021,Zakat Penghasilan,809782.2392000002,2024-03-07
CHELSEA NASHIRUDDIN,"Jalan Sadang Serang No. 233, Cilegon, Kalimantan Utara 36576",+62-0411-991-9863,Zakat Penghasilan,413511.6799,2025-03-29
WARDI HASANAH,"Gg. Rumah Sakit No. 1, Padang Sidempuan, BB 53341",0890642067,Zakat Mal,424641.1389,2025-02-13
IRIANA SIMANJUNTAK,"Jl. Gegerkalong Hilir No. 1, Blitar, JI 63128",(083) 956 9375,Zakat Emas/Perak,833749.9434000001,2023-10-25
R. VIVI WAHYUNI,"Jl. Wonoayu No. 381, Tual, GO 37757",+62-092-855-1054,Zakat Penghasilan,1047397.8405,2024-07-17
"ZULAIKHA YUNIAR, S.H.","Jalan Lembong No. 717, Banjarbaru, Sulawesi Barat 93561",0808916421,Zakat Penghasilan,546971.4613000001,2024-09-02
CINTA WAHYUDIN,"Gang Soekarno Hatta No. 6, Kota Administrasi Jakarta Selatan, YO 63582",+62-23-553-7713,Zakat Pertanian,612151.6203000001,2023-10-28
DRS. SARI ANGGRAINI,"Jl. Ahmad Dahlan No. 1, Pasuruan, BA 75847",+62 (0277) 236 7105,Zakat Pertanian,417900.07160000014,2024-04-24
VERA RAHIMAH,"Jl. Cikapayang No. 63, Sukabumi, Lampung 68636",+62 (90) 941-9808,Zakat Perdagangan,76993.02600000001,2024-03-11
"ELVIN NAPITUPULU, S.PT","Gang R.E Martadinata No. 78, Cilegon, RI 38669",+62 (013) 573-4794,Zakat Pertanian,88402.23700000001,2025-02-18
TGK. ADE SUSANTI,"Jalan Cikapayang No. 85, Padang Sidempuan, Kalimantan Barat 56511",+62 (0292) 596 7944,Zakat Mal,58226.652,2023-06-01
HARDI MAHESWARA,"Jl. Cikutra Barat No. 5, Palangkaraya, KI 01294",+62-0405-124-5578,Zakat Emas/Perak,522857.1777000001,2024-10-30
"DT. KAJEN HARTATI, M.TI.","Jalan H.J Maemunah No. 9, Bima, YO 89118",+62 (06) 072-1919,Zakat Fitrah,788795.8782000002,2024-11-19
ELISA PUDJIASTUTI,"Jl. Cikutra Barat No. 4, Kotamobagu, Sulawesi Utara 05163",+62 (032) 625-2915,Zakat Fitrah,327931.9736,2024-05-14
KARMA PADMASARI,"Gang Astana Anyar No. 03, Bontang, SU 05591",085 634 8522,Zakat Emas/Perak,892367.3165000002,2025-01-30
PRABU HANDAYANI,"Jl. Ronggowarsito No. 480, Padang Sidempuan, Sulawesi Selatan 21510",+62 (0783) 288 0933,Zakat Emas/Perak,1029859.4834,2023-11-24
"RENDY SURYONO, S.E.I","Jalan H.J Maemunah No. 56, Yogyakarta, SU 70242",+62 (0931) 886-9181,Zakat Mal,218736.3464,2025-02-22
"NASIM PRATAMA, S.T.","Jl. Rungkut Industri No. 1, Kota Administrasi Jakarta Selatan, Sumatera Selatan 21833",+62 (522) 284 3695,Zakat Emas/Perak,860815.5259000002,2024-04-28
HERYANTO RAJASA,"Jl. Astana Anyar No. 892, Kota Administrasi Jakarta Pusat, RI 78162",+62 (092) 294-6327,Zakat Pertanian,1028318.3427,2023-06-05
MULYA NASYIDAH,"Gang Yos Sudarso No. 2, Samarinda, SS 43311",085 239 4116,Zakat Fitrah,916678.8906,2025-04-26
"SAMSUL WIBISONO, S.PSI","Gang Setiabudhi No. 4, Kota Administrasi Jakarta Utara, KI 68065",+62 (311) 609 8876,Zakat Pertanian,1094811.3275000001,2024-05-22
"SUTAN ARTANTO MARYATI, M.AK","Gang Sentot Alibasa No. 3, Sorong, KS 04008",0868751065,Zakat Penghasilan,297575.9292,2025-04-12
ULYA MANGUNSONG,"Jalan Sukajadi No. 243, Bandar Lampung, KS 99527",(078) 368-6339,Zakat Perdagangan,251682.8798,2024-01-02
YANI NURAINI,"Gang KH Amin Jasuta No. 246, Meulaboh, BA 56647",+62 (74) 646-6596,Zakat Fitrah,887995.3687000001,2024-04-04
"DRS. HAMIMA JANUAR, S.T.","Gang Lembong No. 021, Gorontalo, PB 67188",+62-07-501-1666,Zakat Pertanian,420019.36240000004,2025-03-26
"DRS. ZELDA ARYANI, S.KED","Jl. Cihampelas No. 6, Palangkaraya, BT 98506",(071) 614-7126,Zakat Mal,58952.192200000005,2024-07-19
"R.A. SAMIAH USAMAH, S.KOM","Jalan Tubagus Ismail No. 7, Banjar, BT 03279",+62 (0173) 419 7167,Zakat Penghasilan,259030.13290000003,2024-09-14
DANISWARA MARDHIYAH,"Gg. R.E Martadinata No. 7, Pagaralam, Jawa Barat 63977",+62 (803) 023 7664,Zakat Pertanian,1201165.8626000003,2024-04-17
ESTIONO WIBISONO,"Jalan Jend. Sudirman No. 1, Pangkalpinang, Bengkulu 04531",+62 (561) 122 5967,Zakat Penghasilan,633250.7291000001,2024-05-27
"IR. TIRA SAMOSIR, S.I.KOM","Gang Cikapayang No. 7, Pekanbaru, Sulawesi Utara 97323",+62 (0913) 911 2780,Zakat Fitrah,130670.4773,2023-12-06
INTAN NOVITASARI,"Gang Jend. A. Yani No. 20, Surakarta, Sulawesi Selatan 44967",0834275097,Zakat Perdagangan,101044.31700000001,2024-01-03
"R.M. EMBUH RAHIMAH, M.AK","Gg. Ronggowarsito No. 83, Pematangsiantar, DI Yogyakarta 43657",+62-0768-059-0458,Zakat Mal,97171.01020000002,2024-12-20
"IR. KAIRAV WIJAYANTI, S.KOM","Gg. Kapten Muslihat No. 498, Malang, Kepulauan Bangka Belitung 90635",+62 (082) 736 9879,Zakat Perdagangan,857960.5067000001,2024-02-04
"R. LARAS LAZUARDI, S.PT","Gang Ronggowarsito No. 915, Bandar Lampung, Nusa Tenggara Barat 92746",+62 (61) 397-2351,Zakat Mal,254473.26080000008,2024-07-31
GANJARAN WASITA,"Jl. Ahmad Dahlan No. 69, Tebingtinggi, BT 80966",+62 (041) 169 3091,Zakat Mal,605166.2782000001,2024-04-22
R. EDI TAMPUBOLON,"Gg. Sukajadi No. 5, Tanjungpinang, KB 95216",+62 (440) 341-6639,Zakat Perdagangan,394740.32070000004,2024-03-02
MARIA BUDIYANTO,"Gg. Veteran No. 397, Cilegon, ST 54980",+62 (44) 627 5881,Zakat Penghasilan,1149783.6845000002,2024-01-21
"NILAM PUSPASARI, M.TI.","Gang KH Amin Jasuta No. 774, Kota Administrasi Jakarta Selatan, Sumatera Utara 96411",(0378) 364-1599,Zakat Emas/Perak,156360.78590000002,2024-12-19
MALA ANGGRAINI,"Jl. Ahmad Yani No. 437, Tasikmalaya, SU 91519",(083) 555 9485,Zakat Emas/Perak,854042.8050000002,2023-09-30
RAHAYU PRASTUTI,"Jalan Veteran No. 43, Medan, KS 56879",+62 (46) 660 2815,Zakat Emas/Perak,749565.0767000001,2023-08-08
LIMAR MARPAUNG,"Jalan PHH. Mustofa No. 2, Manado, Jawa Timur 65901",+62 (92) 712-7652,Zakat Fitrah,1082554.7777000002,2025-03-27
GANGSAR ARYANI,"Gang Jayawijaya No. 6, Bengkulu, SB 27946",+62-062-213-3835,Zakat Fitrah,480543.6592,2024-08-31
"KH. DALIMIN MANDASARI, M.KOM.","Jl. Stasiun Wonokromo No. 32, Kota Administrasi Jakarta Pusat, Sumatera Selatan 50474",+62 (62) 343-5641,Zakat Penghasilan,413672.08960000006,2024-06-14
KASIRAN HUTAGALUNG,"Jalan Dipatiukur No. 72, Tual, SS 48980",+62-0070-187-8160,Zakat Perdagangan,479983.9979,2024-10-12
"KEMBA KUSWANDARI, S.SOS","Gg. Merdeka No. 210, Dumai, Nusa Tenggara Timur 82429",(095) 971-8322,Zakat Perdagangan,558617.1063000001,2025-01-23
YESSI NAJMUDIN,"Jalan Rajawali Barat No. 032, Kendari, Banten 23023",0814490941,Zakat Fitrah,214804.3546,2025-03-06
DRS. PARAMITA PRATIWI,"Jalan Bangka Raya No. 831, Cimahi, SU 05782",+62 (020) 121-7696,Zakat Emas/Perak,726826.1517,2023-09-03
HAIRYANTO SIRAIT,"Jalan H.J Maemunah No. 881, Batam, NB 66997",+62 (929) 116 3700,Zakat Pertanian,826307.2092000002,2025-01-14
T. MITRA IRAWAN,"Jalan Kapten Muslihat No. 4, Pematangsiantar, SU 87631",+62 (512) 485 9959,Zakat Mal,382237.6932000001,2023-10-10
DR. ANI KUSWANDARI,"Gg. Kiaracondong No. 265, Depok, BA 16875",(0621) 292 5950,Zakat Mal,578956.5771000001,2024-06-01
KEMAL FUJIATI,"Jl. Jend. A. Yani No. 7, Langsa, Banten 66349",+62 (017) 404-7722,Zakat Fitrah,972257.3971000001,2024-11-24
SABRINA HARIYAH,"Jalan Jend. A. Yani No. 736, Solok, PB 11253",(0413) 360 6222,Zakat Mal,883359.8829000001,2024-11-08
VERA ANGGRAINI,"Gang Kendalsari No. 33, Tarakan, Nusa Tenggara Barat 44289",(068) 332-7052,Zakat Mal,1125729.6589000002,2024-09-08
"R.M. HARJASA PALASTRI, S.FARM","Jalan Pacuan Kuda No. 6, Tomohon, JK 49971",(017) 313-8166,Zakat Fitrah,384522.3668000001,2023-05-28
DAMAR KUSMAWATI,"Gg. Raya Ujungberung No. 0, Singkawang, Riau 90480",(0533) 037 8826,Zakat Perdagangan,1149141.3076000004,2024-11-14
CINDY PADMASARI,"Gang Stasiun Wonokromo No. 135, Probolinggo, Kalimantan Barat 90438",+62 (0074) 044-6801,Zakat Mal,220145.19780000002,2025-04-27
"DR. PARIS HAKIM, M.FARM","Gang Tebet Barat Dalam No. 67, Kota Administrasi Jakarta Selatan, Maluku 80987",+62 (07) 785-2689,Zakat Penghasilan,1173137.5678000003,2023-10-28
KARMAN WINARNO,"Gang Ciumbuleuit No. 193, Tomohon, Nusa Tenggara Barat 72459",+62 (544) 532-1239,Zakat Penghasilan,189746.63400000002,2024-01-20
UMI SAPUTRA,"Gang Ir. H. Djuanda No. 33, Tangerang Selatan, Sulawesi Barat 96736",0806413966,Zakat Fitrah,953563.5263000001,2024-01-04
KH. UDA GUNARTO,"Gg. Rajawali Timur No. 4, Banjarbaru, Sulawesi Tenggara 37534",+62 (033) 629 7462,Zakat Mal,204428.62880000003,2025-04-18
ZAHRA MAYASARI,"Jl. Moch. Ramdan No. 971, Dumai, PA 18829",+62-051-219-7609,Zakat Fitrah,1017814.974,2024-01-23
ULVA NABABAN,"Jl. Indragiri No. 0, Cilegon, SR 59458",080 806 7259,Zakat Penghasilan,153040.3402,2023-12-14
HUMAIRA HUTAPEA,"Jl. Pasirkoja No. 160, Batam, Sumatera Selatan 99846",+62-20-629-7025,Zakat Perdagangan,1123523.3207000003,2024-03-24
BAGIYA HASTUTI,"Gang K.H. Wahid Hasyim No. 33, Blitar, Sulawesi Tenggara 51795",+62 (0732) 038 9576,Zakat Mal,464013.98230000003,2024-08-14
LAILA HUTASOIT,"Gg. Cikutra Barat No. 565, Ternate, Lampung 10500",+62-46-982-6345,Zakat Pertanian,291816.08720000007,2023-05-29
TGK. ILSA WASITA,"Gang Siliwangi No. 06, Sawahlunto, Maluku Utara 58616",089 296 0790,Zakat Perdagangan,611466.9660000001,2023-05-29
YANCE DONGORAN,"Jl. M.H Thamrin No. 810, Blitar, Gorontalo 99793",+62-595-802-1183,Zakat Pertanian,655494.8609000002,2024-11-05
SAADAT DONGORAN,"Jl. Asia Afrika No. 490, Banjarmasin, MU 76701",+62-486-032-8103,Zakat Fitrah,665609.9043000002,2023-08-18
DR. KENZIE NATSIR,"Gg. Cempaka No. 2, Lhokseumawe, PB 62894",+62 (0519) 926-3039,Zakat Penghasilan,70634.2945,2024-09-10
JARWI GUNARTO,"Jalan Jakarta No. 80, Kota Administrasi Jakarta Timur, SG 06671",+62-037-609-9825,Zakat Perdagangan,292663.49860000005,2023-11-03
SALMAN ISWAHYUDI,"Jalan Joyoboyo No. 85, Subulussalam, Kalimantan Timur 76638",+62-338-254-9901,Zakat Perdagangan,656781.2966,2024-02-13
SEPTI PUDJIASTUTI,"Jalan Laswi No. 33, Kotamobagu, Sulawesi Tenggara 98739",(0545) 871-3345,Zakat Fitrah,595294.0213000001,2024-02-07
ELMA HARDIANSYAH,"Jl. W.R. Supratman No. 2, Cilegon, DKI Jakarta 10848",(0407) 974 3478,Zakat Pertanian,760383.2874,2023-09-10
ZAENAB SETIAWAN,"Jl. Laswi No. 6, Makassar, JA 89328",+62-812-424-9091,Zakat Fitrah,221940.29330000002,2023-12-28
PUTI ILSA HALIMAH,"Gg. Stasiun Wonokromo No. 9, Mojokerto, Kepulauan Bangka Belitung 20624",(012) 230-7291,Zakat Pertanian,1192520.2795000002,2024-04-16
"TIRA JANUAR, S.H.","Gg. Peta No. 1, Kota Administrasi Jakarta Timur, JK 75260",(076) 488 0414,Zakat Pertanian,860238.2591000001,2024-10-18
"DRS. ASLIJAN SUSANTI, S.GZ","Jl. Veteran No. 58, Pasuruan, GO 39783",(055) 971 8586,Zakat Pertanian,355526.03570000007,2025-02-03
UNJANI SITORUS,"Gg. Ciwastra No. 4, Meulaboh, KT 38891",+62-66-145-1562,Zakat Emas/Perak,270647.70590000006,2025-03-16
DACIN NARPATI,"Jl. M.H Thamrin No. 12, Serang, Sumatera Barat 06123",+62-0288-925-8078,Zakat Fitrah,41398.177700000015,2024-10-08
KANI PURWANTI,"Gang Suniaraja No. 45, Jayapura, Kepulauan Riau 31152",+62-0698-633-1525,Zakat Penghasilan,396832.16870000004,2024-08-25
IMAM SIREGAR,"Gg. Cikutra Barat No. 919, Kendari, RI 70749",+62-025-380-2402,Zakat Fitrah,598397.9012000001,2023-10-29
"R.M. GANGSA MULYANI, S.E.I","Jalan Bangka Raya No. 479, Bekasi, KU 06528",+62 (088) 819 9607,Zakat Penghasilan,675629.6602,2023-05-16
LASWI WASITA,"Gang M.T Haryono No. 290, Tual, Sumatera Selatan 78578",+62 (091) 173-3895,Zakat Mal,613380.7988000001,2024-07-05
DEVI TARIHORAN,"Jalan Cihampelas No. 414, Sabang, DI Yogyakarta 55640",088 065 0157,Zakat Penghasilan,448611.3115000001,2024-12-28
PRABOWO DABUKKE,"Gg. Dipenogoro No. 188, Bengkulu, KT 71197",+62 (009) 718 1609,Zakat Pertanian,198624.93640000004,2025-02-08
IRFAN PURWANTI,"Gang Cihampelas No. 86, Ambon, BT 28190",086 729 5768,Zakat Perdagangan,125997.6146,2023-09-23
DR. JAGA SITORUS,"Jl. Cihampelas No. 76, Sibolga, Kalimantan Tengah 50179",+62 (12) 386 8775,Zakat Mal,548697.7683,2024-01-11
"RUSMAN SIHOMBING, S.I.KOM","Jalan Pasteur No. 72, Payakumbuh, Gorontalo 44376",+62 (042) 171-5973,Zakat Pertanian,775883.7141000001,2023-11-17
YONO NAINGGOLAN,"Gg. Joyoboyo No. 1, Cirebon, Riau 67839",+62-921-704-5378,Zakat Mal,982806.5401000002,2025-04-20
"DANU PANGESTU, S.H.","Jalan Cikutra Timur No. 0, Parepare, JB 57724",+62 (222) 088 8698,Zakat Penghasilan,262409.86860000005,2023-12-05
JUMADI YULIARTI,"Gang Lembong No. 702, Bima, Maluku 74971",+62-797-695-0072,Zakat Penghasilan,516498.68820000015,2024-07-05
WAGE WIBOWO,"Jl. Kutisari Selatan No. 027, Medan, KS 33097",(0770) 982 0523,Zakat Perdagangan,172507.60670000003,2024-05-17
DR. CARLA IRAWAN,"Jl. Joyoboyo No. 5, Batu, PB 35207",+62-58-733-7813,Zakat Perdagangan,1099732.2160000002,2024-05-05
"H. MARSITO RIYANTI, S.SOS","Gg. Jamika No. 421, Kota Administrasi Jakarta Utara, DKI Jakarta 23707",+62 (0926) 905 4979,Zakat Fitrah,1129469.3575,2024-05-03
SUCI NAPITUPULU,"Gang Jend. Sudirman No. 621, Surakarta, BA 37827",+62 (779) 562 8018,Zakat Fitrah,1085493.3111,2024-04-06
NURUL TAMPUBOLON,"Jl. Jayawijaya No. 822, Solok, KU 62385",0887718243,Zakat Fitrah,946463.2947000001,2025-01-09
CARLA SAFITRI,"Jalan Rungkut Industri No. 182, Sibolga, Lampung 92529",+62 (056) 047-6218,Zakat Emas/Perak,337577.93630000006,2024-10-04
KUSUMA OKTAVIANI,"Gg. Abdul Muis No. 731, Pekanbaru, BT 59919",082 124 7796,Zakat Pertanian,1117625.1152000001,2024-04-20
PUPUT KUSMAWATI,"Jl. Wonoayu No. 852, Pasuruan, JB 95012",+62 (0149) 247 5166,Zakat Penghasilan,466757.40320000006,2023-07-06
VIVI ZULAIKA,"Jl. H.J Maemunah No. 655, Pariaman, Kalimantan Timur 98946",+62 (72) 138 9373,Zakat Mal,445907.6391000001,2025-01-05
"T. DIPA ZULAIKA, M.M.","Gang Otto Iskandardinata No. 995, Palu, Kalimantan Timur 33125",0850860792,Zakat Pertanian,901949.5001000002,2025-04-29
ELISA ADRIANSYAH,"Jalan Sentot Alibasa No. 43, Solok, BT 24483",+62 (56) 069-9148,Zakat Pertanian,976444.1786000001,2024-12-23
PARIS HIDAYANTO,"Jalan HOS. Cokroaminoto No. 92, Bengkulu, BB 06547",(0172) 422-7488,Zakat Fitrah,360882.37900000013,2023-07-31
DANUJA PUSPITA,"Gang Suniaraja No. 1, Sabang, BA 58146",+62-006-753-4697,Zakat Penghasilan,272203.6207,2024-11-12
"HARI LAILASARI, S.IP","Gang Kendalsari No. 81, Samarinda, Sumatera Barat 45462",+62-006-028-2536,Zakat Emas/Perak,233883.81610000003,2024-01-05
PURWANTO MULYANI,"Gang R.E Martadinata No. 49, Meulaboh, Nusa Tenggara Timur 75916",+62 (0440) 214 9694,Zakat Fitrah,742894.9638000001,2024-06-13
AYU HARYANTI,"Gg. Sentot Alibasa No. 0, Bogor, RI 49766",+62 (88) 727-5387,Zakat Fitrah,1126714.0302000002,2024-06-22
LANANG PUDJIASTUTI,"Gg. Jend. A. Yani No. 414, Balikpapan, BE 33455",+62 (0127) 775 1750,Zakat Fitrah,583579.0675000001,2023-05-14
"T. TEDDY SANTOSO, S.SOS","Gg. Sentot Alibasa No. 0, Jambi, BE 86388",+62 (0351) 762 0039,Zakat Fitrah,996281.1606000001,2024-03-25
GILDA NARPATI,"Jalan Cikutra Timur No. 2, Sabang, ST 89343",+62 (030) 415-5001,Zakat Pertanian,666384.4253000002,2023-10-25
"HJ. RAHMI YULIANTI, S.PD","Gg. W.R. Supratman No. 3, Palopo, KT 52338",+62-254-569-6563,Zakat Fitrah,484434.4142000001,2024-08-25
"GAWATI SUSANTI, S.SOS","Jalan Setiabudhi No. 43, Mojokerto, SG 06433",+62 (0067) 864-2979,Zakat Mal,837662.8535000001,2023-10-16
DR. JAYADI SANTOSO,"Gang Kapten Muslihat No. 59, Bengkulu, BB 32791",0801442130,Zakat Mal,405214.58890000003,2024-04-04
"R.A. EKA NASYIAH, S.KED","Jl. W.R. Supratman No. 837, Singkawang, Jawa Tengah 46518",+62 (95) 240-1311,Zakat Fitrah,520380.6707,2024-12-12
"DRG. DIGDAYA NURAINI, S.E.","Jl. M.T Haryono No. 9, Depok, Sumatera Barat 73505",087 951 8056,Zakat Perdagangan,372385.6312,2023-06-23
PUTI NADINE SITUMORANG,"Jl. Suniaraja No. 33, Cilegon, Kalimantan Utara 72937",+62-83-458-8940,Zakat Fitrah,319805.31110000005,2024-07-30
"CUT ZAHRA HASSANAH, M.TI.","Gang Gegerkalong Hilir No. 6, Magelang, Kalimantan Tengah 02735",+62-0579-329-4927,Zakat Mal,331981.5653,2023-11-09
H. TEGUH PUTRA,"Jalan Joyoboyo No. 25, Padang Sidempuan, BA 85553",+62 (975) 094 0695,Zakat Pertanian,327952.96710000007,2024-12-28
YANI SAPUTRA,"Gang Veteran No. 8, Singkawang, Bengkulu 14094",(0087) 691-1961,Zakat Mal,637189.9567000001,2025-01-09
SATYA ANGGRAINI,"Gang Dipenogoro No. 02, Tangerang Selatan, Riau 55597",+62 (030) 159 2986,Zakat Emas/Perak,1094063.9347,2024-06-06
PAULIN PRASETYA,"Gang Kapten Muslihat No. 22, Bandung, JI 79307",083 069 9071,Zakat Penghasilan,689327.1264000001,2025-03-12
HJ. MARIA RAJASA,"Jl. Suryakencana No. 18, Probolinggo, Maluku Utara 63889",+62-003-562-3563,Zakat Emas/Perak,420530.35750000004,2023-12-20
HJ. YULIA PRADANA,"Gang M.H Thamrin No. 32, Manado, PA 78288",+62 (0808) 254 7102,Zakat Mal,973545.4421000002,2023-08-06
GENTA HUTAPEA,"Gg. Ronggowarsito No. 995, Magelang, Kalimantan Tengah 15903",+62 (0977) 971 2692,Zakat Fitrah,195139.65240000002,2024-03-31
LINTANG FIRMANSYAH,"Gg. S. Parman No. 685, Bekasi, JA 95202",+62-089-728-4353,Zakat Fitrah,466819.0527000001,2024-10-09
KH. PANJI WAHYUDIN,"Jalan K.H. Wahid Hasyim No. 0, Tomohon, MA 39981",+62-0886-263-8106,Zakat Pertanian,129733.50170000004,2023-12-02
FATHONAH TAMBA,"Gg. Cihampelas No. 82, Pariaman, MU 46459",+62 (457) 173-3547,Zakat Penghasilan,953845.5289,2024-04-01
LUWAR UTAMI,"Jalan Raya Ujungberung No. 91, Banda Aceh, BB 13668",+62-667-063-4987,Zakat Mal,259751.65590000007,2023-11-12
"H. PANGERAN ISWAHYUDI, S.IP","Gang Sukabumi No. 750, Denpasar, KI 05613",+62 (0639) 149 6587,Zakat Pertanian,61234.42160000001,2023-08-18
IRIANA HARYANTO,"Jl. KH Amin Jasuta No. 3, Pangkalpinang, JK 61096",+62 (496) 093-3371,Zakat Mal,1203893.0332000002,2025-01-23
"INDAH MANGUNSONG, S.H.","Gang Kutisari Selatan No. 41, Jambi, PB 86598",(020) 446 7278,Zakat Penghasilan,975367.1334000002,2025-02-18
NABILA MULYANI,"Gang Bangka Raya No. 86, Yogyakarta, SU 62534",(0301) 316-1767,Zakat Fitrah,1144068.8182000003,2025-01-21
SAKA NAJMUDIN,"Jl. Asia Afrika No. 1, Banda Aceh, LA 45110",+62 (043) 330 1872,Zakat Mal,558312.2468000002,2024-02-07
NAJAM HANDAYANI,"Gg. Sukabumi No. 10, Tual, Maluku 51375",+62-050-850-2680,Zakat Mal,134625.3865,2024-08-15
"VIRMAN MARYADI, S.E.","Jalan Gegerkalong Hilir No. 715, Pagaralam, Jawa Barat 27437",+62 (103) 442-5335,Zakat Pertanian,119892.6443,2023-06-11
VERO WIDODO,"Gang Ciwastra No. 4, Mojokerto, JA 54954",(026) 260-2606,Zakat Emas/Perak,513481.42010000005,2024-06-07
TGK. ABYASA LAILASARI,"Gg. Yos Sudarso No. 85, Jambi, BB 10132",(073) 527-5832,Zakat Emas/Perak,710954.4002,2023-09-26
